cohort,phv,BDCHM_Label,new_bdchm_label
"CHS","phv00198092","Sleep apnea status","Sleep apnea"
"CHS","phv00198097","Sleep apnea status","Sleep apnea"
"CHS","phv00198102","Sleep apnea status","Sleep apnea"
"CHS","phv00198107","Sleep apnea status","Sleep apnea"
"CHS","phv00198112","Sleep apnea status","Sleep apnea"
"CHS","phv00198117","Sleep apnea status","Sleep apnea"
"CHS","phv00198122","Sleep apnea status","Sleep apnea"
"CHS","phv00198127","Sleep apnea status","Sleep apnea"
"CHS","phv00198132","Sleep apnea status","Sleep apnea"
"CHS","phv00198137","Sleep apnea status","Sleep apnea"
"CHS","phv00198142","Sleep apnea status","Sleep apnea"
"CHS","phv00198147","Sleep apnea status","Sleep apnea"
"CHS","phv00198164","Sleep apnea status","Sleep apnea"
"CHS","phv00198169","Sleep apnea status","Sleep apnea"
"CHS","phv00198174","Sleep apnea status","Sleep apnea"
"CHS","phv00198179","Sleep apnea status","Sleep apnea"
"CHS","phv00198184","Sleep apnea status","Sleep apnea"
"CHS","phv00198189","Sleep apnea status","Sleep apnea"
"CHS","phv00198194","Sleep apnea status","Sleep apnea"
"CHS","phv00198199","Sleep apnea status","Sleep apnea"
"CHS","phv00198204","Sleep apnea status","Sleep apnea"
"CHS","phv00198209","Sleep apnea status","Sleep apnea"
"CHS","phv00198214","Sleep apnea status","Sleep apnea"
"CHS","phv00198219","Sleep apnea status","Sleep apnea"
"CHS","phv00198236","Sleep apnea status","Sleep apnea"
"CHS","phv00198241","Sleep apnea status","Sleep apnea"
"CHS","phv00198246","Sleep apnea status","Sleep apnea"
"CHS","phv00198251","Sleep apnea status","Sleep apnea"
"CHS","phv00198256","Sleep apnea status","Sleep apnea"
"CHS","phv00198261","Sleep apnea status","Sleep apnea"
"CHS","phv00198266","Sleep apnea status","Sleep apnea"
"CHS","phv00198271","Sleep apnea status","Sleep apnea"
"CHS","phv00198276","Sleep apnea status","Sleep apnea"
"CHS","phv00198281","Sleep apnea status","Sleep apnea"
"CHS","phv00198286","Sleep apnea status","Sleep apnea"
"CHS","phv00198291","Sleep apnea status","Sleep apnea"
"CHS","phv00198308","Sleep apnea status","Sleep apnea"
"CHS","phv00198313","Sleep apnea status","Sleep apnea"
"CHS","phv00198318","Sleep apnea status","Sleep apnea"
"CHS","phv00198323","Sleep apnea status","Sleep apnea"
"CHS","phv00198328","Sleep apnea status","Sleep apnea"
"CHS","phv00198333","Sleep apnea status","Sleep apnea"
"CHS","phv00198338","Sleep apnea status","Sleep apnea"
"CHS","phv00198343","Sleep apnea status","Sleep apnea"
"CHS","phv00198348","Sleep apnea status","Sleep apnea"
"CHS","phv00198353","Sleep apnea status","Sleep apnea"
"CHS","phv00198358","Sleep apnea status","Sleep apnea"
"CHS","phv00198363","Sleep apnea status","Sleep apnea"
"CHS","phv00198380","Sleep apnea status","Sleep apnea"
"CHS","phv00198385","Sleep apnea status","Sleep apnea"
"CHS","phv00198390","Sleep apnea status","Sleep apnea"
"CHS","phv00198395","Sleep apnea status","Sleep apnea"
"CHS","phv00198400","Sleep apnea status","Sleep apnea"
"CHS","phv00198405","Sleep apnea status","Sleep apnea"
"CHS","phv00198410","Sleep apnea status","Sleep apnea"
"CHS","phv00198415","Sleep apnea status","Sleep apnea"
"CHS","phv00198420","Sleep apnea status","Sleep apnea"
"CHS","phv00198425","Sleep apnea status","Sleep apnea"
"CHS","phv00198430","Sleep apnea status","Sleep apnea"
"CHS","phv00198435","Sleep apnea status","Sleep apnea"
"CHS","phv00198452","Sleep apnea status","Sleep apnea"
"CHS","phv00198457","Sleep apnea status","Sleep apnea"
"CHS","phv00198462","Sleep apnea status","Sleep apnea"
"CHS","phv00198467","Sleep apnea status","Sleep apnea"
"CHS","phv00198472","Sleep apnea status","Sleep apnea"
"CHS","phv00198477","Sleep apnea status","Sleep apnea"
"CHS","phv00198482","Sleep apnea status","Sleep apnea"
"CHS","phv00198487","Sleep apnea status","Sleep apnea"
"CHS","phv00198492","Sleep apnea status","Sleep apnea"
"CHS","phv00198497","Sleep apnea status","Sleep apnea"
"CHS","phv00198502","Sleep apnea status","Sleep apnea"
"CHS","phv00198507","Sleep apnea status","Sleep apnea"
"CHS","phv00198524","Sleep apnea status","Sleep apnea"
"CHS","phv00198529","Sleep apnea status","Sleep apnea"
"CHS","phv00198534","Sleep apnea status","Sleep apnea"
"CHS","phv00198539","Sleep apnea status","Sleep apnea"
"CHS","phv00198544","Sleep apnea status","Sleep apnea"
"CHS","phv00198549","Sleep apnea status","Sleep apnea"
"CHS","phv00198554","Sleep apnea status","Sleep apnea"
"CHS","phv00198559","Sleep apnea status","Sleep apnea"
"CHS","phv00198564","Sleep apnea status","Sleep apnea"
"CHS","phv00198569","Sleep apnea status","Sleep apnea"
"CHS","phv00198574","Sleep apnea status","Sleep apnea"
"CHS","phv00198579","Sleep apnea status","Sleep apnea"
"CHS","phv00198596","Sleep apnea status","Sleep apnea"
"CHS","phv00198601","Sleep apnea status","Sleep apnea"
"CHS","phv00198606","Sleep apnea status","Sleep apnea"
"CHS","phv00198611","Sleep apnea status","Sleep apnea"
"CHS","phv00198616","Sleep apnea status","Sleep apnea"
"CHS","phv00198621","Sleep apnea status","Sleep apnea"
"CHS","phv00198626","Sleep apnea status","Sleep apnea"
"CHS","phv00198631","Sleep apnea status","Sleep apnea"
"CHS","phv00198636","Sleep apnea status","Sleep apnea"
"CHS","phv00198641","Sleep apnea status","Sleep apnea"
"CHS","phv00198646","Sleep apnea status","Sleep apnea"
"CHS","phv00198651","Sleep apnea status","Sleep apnea"
"CHS","phv00199064","Taking diuretic","Taking diuretics"
"CHS","phv00199065","Taking diuretic","Taking diuretics"
"CHS","phv00199073","Taking diuretic","Taking diuretics"
"CHS","phv00199109","Taking diuretic","Taking diuretics"
"CHS","phv00200027","Sleep apnea status","Sleep apnea"
"CHS","phv00200028","Sleep apnea status","Sleep apnea"
"CHS","phv00200029","Sleep apnea status","Sleep apnea"
"CHS","phv00200030","Sleep apnea status","Sleep apnea"
"CHS","phv00200031","Sleep apnea status","Sleep apnea"
"CHS","phv00200032","Sleep apnea status","Sleep apnea"
"CHS","phv00200033","Sleep apnea status","Sleep apnea"
"CHS","phv00200034","Sleep apnea status","Sleep apnea"
"CHS","phv00200035","Sleep apnea status","Sleep apnea"
"CHS","phv00200036","Sleep apnea status","Sleep apnea"
"CHS","phv00200037","Sleep apnea status","Sleep apnea"
"CHS","phv00200038","Sleep apnea status","Sleep apnea"
"CHS","phv00200039","Sleep apnea status","Sleep apnea"
"CHS","phv00200040","Sleep apnea status","Sleep apnea"
"CHS","phv00200041","Sleep apnea status","Sleep apnea"
"CHS","phv00200042","Sleep apnea status","Sleep apnea"
"CHS","phv00200043","Sleep apnea status","Sleep apnea"
"CHS","phv00200044","Sleep apnea status","Sleep apnea"
"CHS","phv00200045","Sleep apnea status","Sleep apnea"
"CHS","phv00200046","Sleep apnea status","Sleep apnea"
"CHS","phv00200047","Sleep apnea status","Sleep apnea"
"CHS","phv00200048","Sleep apnea status","Sleep apnea"
"CHS","phv00200049","Sleep apnea status","Sleep apnea"
"CHS","phv00200050","Sleep apnea status","Sleep apnea"
"CHS","phv00200051","Sleep apnea status","Sleep apnea"
"CHS","phv00200052","Sleep apnea status","Sleep apnea"
"CHS","phv00200053","Sleep apnea status","Sleep apnea"
"CHS","phv00200054","Sleep apnea status","Sleep apnea"
"CHS","phv00200055","Sleep apnea status","Sleep apnea"
"CHS","phv00200056","Sleep apnea status","Sleep apnea"
"CHS","phv00200057","Sleep apnea status","Sleep apnea"
"CHS","phv00200058","Sleep apnea status","Sleep apnea"
"CHS","phv00200059","Sleep apnea status","Sleep apnea"
"CHS","phv00200060","Sleep apnea status","Sleep apnea"
"CHS","phv00200061","Sleep apnea status","Sleep apnea"
"CHS","phv00200062","Sleep apnea status","Sleep apnea"
"CHS","phv00200063","Sleep apnea status","Sleep apnea"
"CHS","phv00273566","Venous thromboembolism",""
"FHS","phv00000867","Taking diuretic","Taking diuretics"
"FHS","phv00000952","Taking diuretic","Taking diuretics"
"FHS","phv00001130","Taking diuretic","Taking diuretics"
"FHS","phv00001245","Taking diuretic","Taking diuretics"
"FHS","phv00001439","Taking diuretic","Taking diuretics"
"FHS","phv00001622","Taking diuretic","Taking diuretics"
"FHS","phv00001822","Taking diuretic","Taking diuretics"
"FHS","phv00002041","Taking diuretic","Taking diuretics"
"FHS","phv00002221","Taking beta blocker","Taking beta blockers"
"FHS","phv00002223","Taking diuretic","Taking diuretics"
"FHS","phv00002224","Taking diuretic","Taking diuretics"
"FHS","phv00002441","Taking beta blocker","Taking beta blockers"
"FHS","phv00002446","Taking diuretic","Taking diuretics"
"FHS","phv00002447","Taking diuretic","Taking diuretics"
"FHS","phv00002695","Taking beta blocker","Taking beta blockers"
"FHS","phv00002700","Taking diuretic","Taking diuretics"
"FHS","phv00002701","Taking diuretic","Taking diuretics"
"FHS","phv00002958","Taking diuretic","Taking diuretics"
"FHS","phv00002959","Taking diuretic","Taking diuretics"
"FHS","phv00003334","Taking diuretic","Taking diuretics"
"FHS","phv00003335","Taking diuretic","Taking diuretics"
"FHS","phv00003336","Taking diuretic","Taking diuretics"
"FHS","phv00003337","Taking diuretic","Taking diuretics"
"FHS","phv00003772","Taking diuretic","Taking diuretics"
"FHS","phv00003773","Taking diuretic","Taking diuretics"
"FHS","phv00003774","Taking diuretic","Taking diuretics"
"FHS","phv00004207","Taking diuretic","Taking diuretics"
"FHS","phv00004208","Taking diuretic","Taking diuretics"
"FHS","phv00004209","Taking diuretic","Taking diuretics"
"FHS","phv00004599","Taking diuretic","Taking diuretics"
"FHS","phv00004600","Taking diuretic","Taking diuretics"
"FHS","phv00004601","Taking diuretic","Taking diuretics"
"FHS","phv00004602","Taking diuretic","Taking diuretics"
"FHS","phv00004951","Medication Use","Taking calcium channel blockers"
"FHS","phv00004952","Medication Use","Taking beta blockers"
"FHS","phv00004953","Medication Use","Taking beta blockers"
"FHS","phv00004954","Medication Use","Taking beta blockers"
"FHS","phv00004955","Medication Use","Taking diuretics"
"FHS","phv00004955","Taking diuretic","Taking diuretics"
"FHS","phv00004956","Medication Use","Taking diuretics"
"FHS","phv00004956","Taking diuretic","Taking diuretics"
"FHS","phv00004957","Medication Use","Taking diuretics"
"FHS","phv00004957","Taking diuretic","Taking diuretics"
"FHS","phv00004958","Medication Use","Taking diuretics"
"FHS","phv00004958","Taking diuretic","Taking diuretics"
"FHS","phv00004963","Medication Use","Taking alpha blockers"
"FHS","phv00004964","Medication Use","Taking angiotensin receptor blockers"
"FHS","phv00004965","Medication Use","Taking vasodilators"
"FHS","phv00004975","Medication Use","Taking statin medication"
"FHS","phv00004981","Medication Use","Taking insulin"
"FHS","phv00004982","Medication Use","Taking insulin"
"FHS","phv00005571","Medication Use","Taking calcium channel blockers"
"FHS","phv00005572","Medication Use","Taking beta blockers"
"FHS","phv00005573","Medication Use","Taking beta blockers"
"FHS","phv00005574","Medication Use","Taking beta blockers"
"FHS","phv00005575","Medication Use","Taking diuretics"
"FHS","phv00005575","Taking diuretic","Taking diuretics"
"FHS","phv00005576","Medication Use","Taking diuretics"
"FHS","phv00005576","Taking diuretic","Taking diuretics"
"FHS","phv00005577","Medication Use","Taking diuretics"
"FHS","phv00005577","Taking diuretic","Taking diuretics"
"FHS","phv00005578","Medication Use","Taking diuretics"
"FHS","phv00005578","Taking diuretic","Taking diuretics"
"FHS","phv00005583","Medication Use","Taking alpha blockers"
"FHS","phv00005584","Medication Use","Taking angiotensin receptor blockers"
"FHS","phv00005585","Medication Use","Taking vasodilators"
"FHS","phv00005595","Medication Use","Taking statin medication"
"FHS","phv00005601","Medication Use","Taking insulin"
"FHS","phv00005602","Medication Use","Taking insulin"
"FHS","phv00006122","Medication Use","Taking calcium channel blockers"
"FHS","phv00006123","Medication Use","Taking calcium channel blockers"
"FHS","phv00006124","Medication Use","Taking beta blockers"
"FHS","phv00006125","Medication Use","Taking beta blockers"
"FHS","phv00006126","Medication Use","Taking beta blockers"
"FHS","phv00006127","Medication Use","Taking diuretics"
"FHS","phv00006128","Medication Use","Taking diuretics"
"FHS","phv00006128","Taking diuretic","Taking diuretics"
"FHS","phv00006129","Medication Use","Taking diuretics"
"FHS","phv00006129","Taking diuretic","Taking diuretics"
"FHS","phv00006130","Medication Use","Taking diuretics"
"FHS","phv00006130","Taking diuretic","Taking diuretics"
"FHS","phv00006136","Medication Use","Taking angiotensin receptor blockers"
"FHS","phv00006137","Medication Use","Taking vasodilators"
"FHS","phv00006146","Medication Use","Taking statin medication"
"FHS","phv00006152","Medication Use","Taking insulin"
"FHS","phv00006153","Medication Use","Taking insulin"
"FHS","phv00006304","Stroke status","Stroke"
"FHS","phv00006469","Taking diuretic","Taking diuretics"
"FHS","phv00006470","Taking diuretic","Taking diuretics"
"FHS","phv00006471","Taking diuretic","Taking diuretics"
"FHS","phv00006857","Taking diuretic","Taking diuretics"
"FHS","phv00006858","Taking diuretic","Taking diuretics"
"FHS","phv00006859","Taking diuretic","Taking diuretics"
"FHS","phv00006860","Taking diuretic","Taking diuretics"
"FHS","phv00007294","Taking diuretic","Taking diuretics"
"FHS","phv00007295","Taking diuretic","Taking diuretics"
"FHS","phv00007296","Taking diuretic","Taking diuretics"
"FHS","phv00007297","Taking diuretic","Taking diuretics"
"FHS","phv00007590","Taking diuretic","Taking diuretics"
"FHS","phv00007591","Taking diuretic","Taking diuretics"
"FHS","phv00007704","Taking beta blocker","Taking beta blockers"
"FHS","phv00007709","Taking diuretic","Taking diuretics"
"FHS","phv00007710","Taking diuretic","Taking diuretics"
"FHS","phv00008109","Red blood cell count volume","Red blood cell count"
"FHS","phv00008392","Taking diuretic","Taking diuretics"
"FHS","phv00008394","Taking diuretic","Taking diuretics"
"FHS","phv00008788","Taking diuretic","Taking diuretics"
"FHS","phv00008789","Taking diuretic","Taking diuretics"
"FHS","phv00008790","Taking diuretic","Taking diuretics"
"FHS","phv00009182","Taking diuretic","Taking diuretics"
"FHS","phv00009183","Taking diuretic","Taking diuretics"
"FHS","phv00009184","Taking diuretic","Taking diuretics"
"FHS","phv00009185","Taking diuretic","Taking diuretics"
"FHS","phv00009684","Taking diuretic","Taking diuretics"
"FHS","phv00009685","Taking diuretic","Taking diuretics"
"FHS","phv00009686","Taking diuretic","Taking diuretics"
"FHS","phv00010098","Stroke status","Stroke"
"FHS","phv00010163","Taking diuretic","Taking diuretics"
"FHS","phv00010164","Taking diuretic","Taking diuretics"
"FHS","phv00010165","Taking diuretic","Taking diuretics"
"FHS","phv00010166","Taking diuretic","Taking diuretics"
"FHS","phv00021064","Stroke status","Stroke"
"FHS","phv00021307","COPD status","COPD"
"FHS","phv00021308","COPD status","COPD"
"FHS","phv00021309","COPD status","COPD"
"FHS","phv00021700","Carotid stenosis","Carotid stenosis right"
"FHS","phv00021702","Carotid stenosis","Carotid stenosis left"
"FHS","phv00023793","Stroke status",""
"FHS","phv00023895","Stroke status","Stroke"
"FHS","phv00023900","Stroke status",""
"FHS","phv00055303","COPD status","COPD"
"FHS","phv00055358","Taking diuretic","Taking diuretics"
"FHS","phv00055359","Taking diuretic","Taking diuretics"
"FHS","phv00055360","Taking diuretic","Taking diuretics"
"FHS","phv00055381","Taking diuretic","Taking diuretics"
"FHS","phv00055533","Sleep apnea status","Sleep apnea"
"FHS","phv00055534","Sleep apnea status","Sleep apnea"
"FHS","phv00055535","Sleep apnea status","Sleep apnea"
"FHS","phv00055536","Sleep apnea status","Sleep apnea"
"FHS","phv00055537","Sleep apnea status","Sleep apnea"
"FHS","phv00055538","Sleep apnea status","Sleep apnea"
"FHS","phv00055539","Sleep apnea status","Sleep apnea"
"FHS","phv00055540","Sleep apnea status","Sleep apnea"
"FHS","phv00055541","Sleep apnea status","Sleep apnea"
"FHS","phv00055542","Sleep apnea status","Sleep apnea"
"FHS","phv00055543","Sleep apnea status","Sleep apnea"
"FHS","phv00055544","Sleep apnea status","Sleep apnea"
"FHS","phv00055545","Sleep apnea status","Sleep apnea"
"FHS","phv00055546","Sleep apnea status","Sleep apnea"
"FHS","phv00055547","Sleep apnea status","Sleep apnea"
"FHS","phv00055548","Sleep apnea status","Sleep apnea"
"FHS","phv00055549","Sleep apnea status","Sleep apnea"
"FHS","phv00055550","Sleep apnea status","Sleep apnea"
"FHS","phv00055551","Sleep apnea status","Sleep apnea"
"FHS","phv00055552","Sleep apnea status","Sleep apnea"
"FHS","phv00055553","Sleep apnea status","Sleep apnea"
"FHS","phv00055554","Sleep apnea status","Sleep apnea"
"FHS","phv00055555","Sleep apnea status","Sleep apnea"
"FHS","phv00055556","Sleep apnea status","Sleep apnea"
"FHS","phv00055557","Sleep apnea status","Sleep apnea"
"FHS","phv00055558","Sleep apnea status","Sleep apnea"
"FHS","phv00055559","Sleep apnea status","Sleep apnea"
"FHS","phv00055560","Sleep apnea status","Sleep apnea"
"FHS","phv00055561","Sleep apnea status","Sleep apnea"
"FHS","phv00055562","Sleep apnea status","Sleep apnea"
"FHS","phv00055563","Sleep apnea status","Sleep apnea"
"FHS","phv00055564","Sleep apnea status","Sleep apnea"
"FHS","phv00055565","Sleep apnea status","Sleep apnea"
"FHS","phv00055566","Sleep apnea status","Sleep apnea"
"FHS","phv00055567","Sleep apnea status","Sleep apnea"
"FHS","phv00055568","Sleep apnea status","Sleep apnea"
"FHS","phv00055569","Sleep apnea status","Sleep apnea"
"FHS","phv00055729","Sleep apnea status","Sleep apnea"
"FHS","phv00055734","Sleep apnea status","Sleep apnea"
"FHS","phv00055739","Sleep apnea status","Sleep apnea"
"FHS","phv00055744","Sleep apnea status","Sleep apnea"
"FHS","phv00055749","Sleep apnea status","Sleep apnea"
"FHS","phv00055754","Sleep apnea status","Sleep apnea"
"FHS","phv00055759","Sleep apnea status","Sleep apnea"
"FHS","phv00055764","Sleep apnea status","Sleep apnea"
"FHS","phv00055769","Sleep apnea status","Sleep apnea"
"FHS","phv00055774","Sleep apnea status","Sleep apnea"
"FHS","phv00055779","Sleep apnea status","Sleep apnea"
"FHS","phv00055784","Sleep apnea status","Sleep apnea"
"FHS","phv00055801","Sleep apnea status","Sleep apnea"
"FHS","phv00055806","Sleep apnea status","Sleep apnea"
"FHS","phv00055811","Sleep apnea status","Sleep apnea"
"FHS","phv00055816","Sleep apnea status","Sleep apnea"
"FHS","phv00055821","Sleep apnea status","Sleep apnea"
"FHS","phv00055826","Sleep apnea status","Sleep apnea"
"FHS","phv00055831","Sleep apnea status","Sleep apnea"
"FHS","phv00055836","Sleep apnea status","Sleep apnea"
"FHS","phv00055841","Sleep apnea status","Sleep apnea"
"FHS","phv00055846","Sleep apnea status","Sleep apnea"
"FHS","phv00055851","Sleep apnea status","Sleep apnea"
"FHS","phv00055856","Sleep apnea status","Sleep apnea"
"FHS","phv00055897","Sleep apnea status","Sleep apnea"
"FHS","phv00055902","Sleep apnea status","Sleep apnea"
"FHS","phv00055907","Sleep apnea status","Sleep apnea"
"FHS","phv00055912","Sleep apnea status","Sleep apnea"
"FHS","phv00055917","Sleep apnea status","Sleep apnea"
"FHS","phv00055922","Sleep apnea status","Sleep apnea"
"FHS","phv00055927","Sleep apnea status","Sleep apnea"
"FHS","phv00055932","Sleep apnea status","Sleep apnea"
"FHS","phv00055937","Sleep apnea status","Sleep apnea"
"FHS","phv00055942","Sleep apnea status","Sleep apnea"
"FHS","phv00055947","Sleep apnea status","Sleep apnea"
"FHS","phv00055952","Sleep apnea status","Sleep apnea"
"FHS","phv00055969","Sleep apnea status","Sleep apnea"
"FHS","phv00055974","Sleep apnea status","Sleep apnea"
"FHS","phv00055979","Sleep apnea status","Sleep apnea"
"FHS","phv00055984","Sleep apnea status","Sleep apnea"
"FHS","phv00055989","Sleep apnea status","Sleep apnea"
"FHS","phv00055994","Sleep apnea status","Sleep apnea"
"FHS","phv00055999","Sleep apnea status","Sleep apnea"
"FHS","phv00056004","Sleep apnea status","Sleep apnea"
"FHS","phv00056009","Sleep apnea status","Sleep apnea"
"FHS","phv00056014","Sleep apnea status","Sleep apnea"
"FHS","phv00056019","Sleep apnea status","Sleep apnea"
"FHS","phv00056024","Sleep apnea status","Sleep apnea"
"FHS","phv00056041","Sleep apnea status","Sleep apnea"
"FHS","phv00056046","Sleep apnea status","Sleep apnea"
"FHS","phv00056051","Sleep apnea status","Sleep apnea"
"FHS","phv00056056","Sleep apnea status","Sleep apnea"
"FHS","phv00056061","Sleep apnea status","Sleep apnea"
"FHS","phv00056066","Sleep apnea status","Sleep apnea"
"FHS","phv00056071","Sleep apnea status","Sleep apnea"
"FHS","phv00056076","Sleep apnea status","Sleep apnea"
"FHS","phv00056081","Sleep apnea status","Sleep apnea"
"FHS","phv00056086","Sleep apnea status","Sleep apnea"
"FHS","phv00056091","Sleep apnea status","Sleep apnea"
"FHS","phv00056096","Sleep apnea status","Sleep apnea"
"FHS","phv00056113","Sleep apnea status","Sleep apnea"
"FHS","phv00056118","Sleep apnea status","Sleep apnea"
"FHS","phv00056123","Sleep apnea status","Sleep apnea"
"FHS","phv00056128","Sleep apnea status","Sleep apnea"
"FHS","phv00056133","Sleep apnea status","Sleep apnea"
"FHS","phv00056138","Sleep apnea status","Sleep apnea"
"FHS","phv00056143","Sleep apnea status","Sleep apnea"
"FHS","phv00056148","Sleep apnea status","Sleep apnea"
"FHS","phv00056153","Sleep apnea status","Sleep apnea"
"FHS","phv00056158","Sleep apnea status","Sleep apnea"
"FHS","phv00056163","Sleep apnea status","Sleep apnea"
"FHS","phv00056168","Sleep apnea status","Sleep apnea"
"FHS","phv00056185","Sleep apnea status","Sleep apnea"
"FHS","phv00056190","Sleep apnea status","Sleep apnea"
"FHS","phv00056195","Sleep apnea status","Sleep apnea"
"FHS","phv00056200","Sleep apnea status","Sleep apnea"
"FHS","phv00056205","Sleep apnea status","Sleep apnea"
"FHS","phv00056210","Sleep apnea status","Sleep apnea"
"FHS","phv00056215","Sleep apnea status","Sleep apnea"
"FHS","phv00056220","Sleep apnea status","Sleep apnea"
"FHS","phv00056225","Sleep apnea status","Sleep apnea"
"FHS","phv00056230","Sleep apnea status","Sleep apnea"
"FHS","phv00056235","Sleep apnea status","Sleep apnea"
"FHS","phv00056240","Sleep apnea status","Sleep apnea"
"FHS","phv00056257","Sleep apnea status","Sleep apnea"
"FHS","phv00056262","Sleep apnea status","Sleep apnea"
"FHS","phv00056267","Sleep apnea status","Sleep apnea"
"FHS","phv00056272","Sleep apnea status","Sleep apnea"
"FHS","phv00056277","Sleep apnea status","Sleep apnea"
"FHS","phv00056282","Sleep apnea status","Sleep apnea"
"FHS","phv00056287","Sleep apnea status","Sleep apnea"
"FHS","phv00056292","Sleep apnea status","Sleep apnea"
"FHS","phv00056297","Sleep apnea status","Sleep apnea"
"FHS","phv00056302","Sleep apnea status","Sleep apnea"
"FHS","phv00056307","Sleep apnea status","Sleep apnea"
"FHS","phv00056312","Sleep apnea status","Sleep apnea"
"FHS","phv00056329","Sleep apnea status","Sleep apnea"
"FHS","phv00056334","Sleep apnea status","Sleep apnea"
"FHS","phv00056339","Sleep apnea status","Sleep apnea"
"FHS","phv00056344","Sleep apnea status","Sleep apnea"
"FHS","phv00056349","Sleep apnea status","Sleep apnea"
"FHS","phv00056354","Sleep apnea status","Sleep apnea"
"FHS","phv00056359","Sleep apnea status","Sleep apnea"
"FHS","phv00056364","Sleep apnea status","Sleep apnea"
"FHS","phv00056369","Sleep apnea status","Sleep apnea"
"FHS","phv00056374","Sleep apnea status","Sleep apnea"
"FHS","phv00056379","Sleep apnea status","Sleep apnea"
"FHS","phv00056384","Sleep apnea status","Sleep apnea"
"FHS","phv00056401","Sleep apnea status","Sleep apnea"
"FHS","phv00056406","Sleep apnea status","Sleep apnea"
"FHS","phv00056411","Sleep apnea status","Sleep apnea"
"FHS","phv00056416","Sleep apnea status","Sleep apnea"
"FHS","phv00056421","Sleep apnea status","Sleep apnea"
"FHS","phv00056426","Sleep apnea status","Sleep apnea"
"FHS","phv00056431","Sleep apnea status","Sleep apnea"
"FHS","phv00056436","Sleep apnea status","Sleep apnea"
"FHS","phv00056441","Sleep apnea status","Sleep apnea"
"FHS","phv00056446","Sleep apnea status","Sleep apnea"
"FHS","phv00056451","Sleep apnea status","Sleep apnea"
"FHS","phv00056456","Sleep apnea status","Sleep apnea"
"FHS","phv00056610","Triglycerides in blood",""
"FHS","phv00056625","Hypertension treatment",""
"FHS","phv00056802","COPD status","COPD"
"FHS","phv00056959","Taking diuretic","Taking diuretics"
"FHS","phv00056960","Taking diuretic","Taking diuretics"
"FHS","phv00056968","Taking diuretic","Taking diuretics"
"FHS","phv00057004","Taking diuretic","Taking diuretics"
"FHS","phv00057713","Sleep apnea status","Sleep apnea"
"FHS","phv00057714","Sleep apnea status","Sleep apnea"
"FHS","phv00057715","Sleep apnea status","Sleep apnea"
"FHS","phv00057716","Sleep apnea status","Sleep apnea"
"FHS","phv00057717","Sleep apnea status","Sleep apnea"
"FHS","phv00057718","Sleep apnea status","Sleep apnea"
"FHS","phv00057719","Sleep apnea status","Sleep apnea"
"FHS","phv00057720","Sleep apnea status","Sleep apnea"
"FHS","phv00057721","Sleep apnea status","Sleep apnea"
"FHS","phv00057722","Sleep apnea status","Sleep apnea"
"FHS","phv00057723","Sleep apnea status","Sleep apnea"
"FHS","phv00057724","Sleep apnea status","Sleep apnea"
"FHS","phv00057725","Sleep apnea status","Sleep apnea"
"FHS","phv00057726","Sleep apnea status","Sleep apnea"
"FHS","phv00057727","Sleep apnea status","Sleep apnea"
"FHS","phv00057728","Sleep apnea status","Sleep apnea"
"FHS","phv00057729","Sleep apnea status","Sleep apnea"
"FHS","phv00057730","Sleep apnea status","Sleep apnea"
"FHS","phv00057731","Sleep apnea status","Sleep apnea"
"FHS","phv00057732","Sleep apnea status","Sleep apnea"
"FHS","phv00057733","Sleep apnea status","Sleep apnea"
"FHS","phv00057734","Sleep apnea status","Sleep apnea"
"FHS","phv00057735","Sleep apnea status","Sleep apnea"
"FHS","phv00057736","Sleep apnea status","Sleep apnea"
"FHS","phv00057737","Sleep apnea status","Sleep apnea"
"FHS","phv00057738","Sleep apnea status","Sleep apnea"
"FHS","phv00057739","Sleep apnea status","Sleep apnea"
"FHS","phv00057740","Sleep apnea status","Sleep apnea"
"FHS","phv00057741","Sleep apnea status","Sleep apnea"
"FHS","phv00057742","Sleep apnea status","Sleep apnea"
"FHS","phv00057743","Sleep apnea status","Sleep apnea"
"FHS","phv00057744","Sleep apnea status","Sleep apnea"
"FHS","phv00057745","Sleep apnea status","Sleep apnea"
"FHS","phv00057746","Sleep apnea status","Sleep apnea"
"FHS","phv00057747","Sleep apnea status","Sleep apnea"
"FHS","phv00057748","Sleep apnea status","Sleep apnea"
"FHS","phv00057749","Sleep apnea status","Sleep apnea"
"FHS","phv00057750","Sleep apnea status","Sleep apnea"
"FHS","phv00057751","Sleep apnea status","Sleep apnea"
"FHS","phv00057752","Sleep apnea status","Sleep apnea"
"FHS","phv00057753","Sleep apnea status","Sleep apnea"
"FHS","phv00057754","Sleep apnea status","Sleep apnea"
"FHS","phv00057755","Sleep apnea status","Sleep apnea"
"FHS","phv00057756","Sleep apnea status","Sleep apnea"
"FHS","phv00057757","Sleep apnea status","Sleep apnea"
"FHS","phv00057758","Sleep apnea status","Sleep apnea"
"FHS","phv00057759","Sleep apnea status","Sleep apnea"
"FHS","phv00057760","Sleep apnea status","Sleep apnea"
"FHS","phv00057761","Sleep apnea status","Sleep apnea"
"FHS","phv00057762","Sleep apnea status","Sleep apnea"
"FHS","phv00057763","Sleep apnea status","Sleep apnea"
"FHS","phv00057764","Sleep apnea status","Sleep apnea"
"FHS","phv00057765","Sleep apnea status","Sleep apnea"
